tns_name,previous_name,repeater_name,gl,gb,exp_up,exp_low,bonsai_snr,bonsai_dm,snr_fitb,dm_fitb,bc_width,scat_time,flux,fluence,sub_num,width_fitb,sp_idx,sp_run,high_freq,low_freq,peak_freq,chi_sq,dof,flag_frac,previous_rp_name,is_repeater,dm_exc_ne2001,dm_exc_ymw16,ra,dec,redshift,fre_width,fre_width_ob,in_duration,energy,luminosity,T_B,log_dm_fitb,log_bonsai_dm,log_dm_exc_ne2001,log_dm_exc_ymw16,log_bc_width,log_scat_time,log_flux,log_fluence,log_width_fitb,log_high_freq,log_low_freq,log_peak_freq,log_fre_width,log_redshift,log_in_duration,log_energy,log_luminosity,log_T_B,excluded_flag
FRB20200320A,-9999,FRB20200320A,160.2,-38.32,59.0,-9999.0,81.86,592.0,284.81,594.9314,5.8999999999999995,0.002461,19.0,114.0,0,0.001186,3.553,-10.37,760.8,400.2,474.9,561972.98,517268,44.611,FRB20200320A,1,274.65,277.9,-4978.2745,-4991.578,0.21978474369418527,439.85437857612317,360.59999999999997,0.9723027002355625,6.764889056447687e+40,1.375284743973107e+43,2.774124073581238e+29,2.7744668912427572,2.77232170672292,2.4387796033573776,2.4438885467773717,0.7708520116421441,-2.6088883862971977,1.2787536009528289,2.0569048513364727,-2.925915310971756,2.8812705039293576,2.6022770843001926,2.676602169582018,2.643308919557873,-0.6580024573146481,-0.012198508143246115,40.83026067860287,43.138392625390715,29.443125881130438,
FRB20190210C,-9999,FRB20190210C,122.16,26.71,3400.0,3090.0,19.69,642.1,27.31,643.3669,1.97,0.00025,2.37,3.6,0,0.000286,0.35,-1.5,800.2,400.2,448.5,310287.093,310719,50.092,FRB20190210C,1,294.75,296.1,-4842.55,-4954.905,0.2436929499069454,497.4771799627782,400.00000000000006,0.22996029688951675,2.497367616917202e+39,2.0447560115031734e+42,4.307601422351092e+29,2.808458713517876,2.8076026699164944,2.4694538137671267,2.471438407389299,0.2944662261615929,-3.6020599913279625,0.37474834601010387,0.5563025007672873,-3.543633966870957,2.903198547042978,2.6022770843001926,2.651762447380111,2.6967731637881838,-0.6131570348727218,-0.6383471393311784,39.39748247597063,42.310641493673664,29.634235511691482,
FRB20190812A,-9999,FRB20190812A,78.06,29.8,81.0,-9999.0,64.03,253.9,76.75,254.5239,2.9499999999999997,0.000494,4.3,13.0,0,0.000601,-0.57,-3.94,800.2,400.2,400.2,275872.598,271047,56.464,FRB20190812A,1,103.05,106.65,-4865.475,-4974.1465,0.00410082627895753,401.64033051158304,400.00000000000006,0.5985454690115266,2.0755370520131804e+36,6.893391089435239e+38,1.1290347110099435e+26,2.4057285691905537,2.4046627008737222,2.0130479961152314,2.0279608597854475,0.469822015978163,-3.306273051076353,0.6334684555795865,1.1139433523068367,-3.2211255279972604,2.903198547042978,2.6022770843001926,2.6022770843001926,2.603837315788376,-2.387128628100507,-0.22290285245767397,36.317130490709594,38.838432918442756,26.052707294066995,
FRB20200828A,-9999,FRB20200828A,134.1,28.63,240.0,220.0,9.86,559.7,11.49,561.31,8.85,0.0062,0.59,3.4,0,0.00311,3.3,-5.4,800.2,400.2,534.7,487495.205,486204,47.937,FRB20200828A,1,253.85,255.5,-4942.46,-4959.4895,0.19482056521458868,477.92822608583555,400.00000000000006,2.6029012979379433,1.7712894172604286e+39,3.672529657020404e+41,2.3549002388789898e+27,2.7492027794477734,2.74795530690673,2.404577167740624,2.4073909044707316,0.9469432706978255,-2.207608310501746,-0.22914798835785583,0.5314789170422551,-2.5072396109731625,2.903198547042978,2.6022770843001926,2.728110184100341,2.679362680387565,-0.7103652010107795,0.41545769996723475,39.24828952790377,41.56496531156326,27.371972513748542,
FRB20190905A,-9999,FRB20190905A,124.64,26.25,5400.0,3900.0,9.7,253.9,16.48,254.111,3.93,0.0023,0.37,1.79,0,0.00113,26.3,-58.9,613.3,413.6,503.7,286915.779,287198,53.87,FRB20190905A,1,98.5,99.35,-4962.8645,-4955.382,0.002248222001635545,200.14896993372656,199.69999999999993,1.1274652079134901,1.0800641794938856e+35,2.237554130233513e+37,1.0375864403908102e+24,2.4050234652703635,2.4046627008737222,1.9934362304976116,1.9971678714458339,0.5943925503754267,-2.638272163982407,-0.431798275933005,0.2528530309798932,-2.9469215565165805,2.787672964687493,2.616580530085886,2.702171950857711,2.301353359351193,-2.6481608063926076,0.052103149002929214,35.03344956286834,37.349773550435934,24.01602428757301,
FRB20190127B,-9999,FRB20190127B,126.03,33.05,350.0,360.0,11.51,666.4,18.79,663.028,67.83,0.0428,0.63,11.4,0,0.0025,5.3,-7.7,800.2,400.2,562.2,3054647.692,3054187,48.505,FRB20190127B,1,307.7,310.6,-4914.8685,-4957.747,0.2589940327371962,503.59761309487857,400.00000000000006,1.9857123504904273,1.1243568404037876e+40,7.822823580907353e+41,6.97189265169944e+25,2.8215318692625755,2.8237349883987313,2.488127496247458,2.49220145139254,1.831421817065022,-1.368556230986828,-0.2006594505464183,1.0569048513364727,-2.6020599913279625,2.903198547042978,2.6022770843001926,2.749890841271422,2.7020836630121163,-0.5867102420159003,0.2979163369878837,40.050904166414036,41.8933635362153,25.84335069152839,
FRB20210323C,-9999,FRB20210323C,142.57,31.55,135.0,108.0,11.52,288.3,18.85,288.48,1.97,0.0016,0.8,2.32,0,0.000825,24.7,-51.2,609.6,412.4,501.4,310638.609,310112,50.189,FRB20210323C,1,119.0,121.55,-4938.465,-4963.325,0.02534525909166878,202.1980850928771,197.20000000000005,0.8046070264477057,1.7919547024132306e+37,6.33576640905665e+39,1.1586988424125577e+27,2.460115709378327,2.459844642388208,2.0755469613925306,2.0847549631793547,0.2944662261615929,-2.795880017344075,-0.09691001300805639,0.3654879848908996,-3.083546051450075,2.785044958331544,2.6153186566114788,2.7001843296221977,2.3057770383097065,-1.596103264846698,-0.09441617915458883,37.25332702723424,39.8017991570398,27.06397057308706,
FRB20180909A,-9999,FRB20180909A,160.63,31.71,75.0,-9999.0,11.03,407.6,13.86,408.647,15.73,0.013,0.43,0.9,0,0.00631,-0.3,-1.3,800.2,400.2,400.2,256401.455,256250,0.441,FRB20180909A,1,178.1,180.05,-4939.48,-4970.998,0.10154335494492235,440.617341977969,400.00000000000006,5.728326508143207,9.217264203527384e+37,4.850981041879928e+40,2.5472189043474473e+26,2.611348314980677,2.610234175334389,2.2506639194632436,2.2553931257073043,1.1967287226232868,-1.8860566476931633,-0.36653154442041347,-0.045757490560675115,-2.1999706407558657,2.903198547042978,2.6022770843001926,2.6022770843001926,2.6440615862716736,-0.9933484918079477,0.7580277643004233,37.96460203627905,40.68582957736302,26.406066269213714,
FRB20200508H,-9999,FRB20200508H,124.38,25.66,1300.0,1400.0,8.63,472.3,11.33,472.336,6.88,0.0079,0.39,0.93,0,0.00393,9.9,-40.0,558.6,400.2,419.9,-9999.0,-9999,-9999.0,FRB20200508H,1,207.1,207.75,-4972.2,-4955.48,0.13774514265645904,180.21883059678316,158.40000000000003,3.4542006400695833,1.8650270321338706e+38,8.898397034688045e+40,2.047289570361512e+27,2.6742510474304426,2.6742179455767,2.3161800988934527,2.3175410324561487,0.8375884382355113,-2.1023729087095586,-0.4089353929735008,-0.03151705144606486,-2.4056074496245734,2.747100931364986,2.6022770843001926,2.6231458746379395,2.2558001673145687,-0.8609237068477951,0.5383475603143326,38.27068513095516,40.949311779488816,27.311179273984436,
FRB20201016A,-9999,FRB20180909A,160.63,31.71,75.0,-9999.0,8.96,418.9,14.65,420.979,5.8999999999999995,0.00036,0.34,0.8,0,0.00035,11.7,-125.0,480.4,400.2,419.3,340251.087,340587,45.294,FRB20180909A,1,184.25,186.25,-4939.48,-4970.998,0.10927819963861635,88.96411161101702,80.19999999999999,0.31552048901170504,9.972847080856671e+37,4.701631288427665e+40,1.5151529101495865e+27,2.62426043215018,2.6221103603612193,2.2654074965310893,2.2700962814203303,0.7708520116421441,-3.4436974992327127,-0.46852108295774486,-0.09691001300805639,-3.4559319556497243,2.6816029987308685,2.6022770843001926,2.6225248624035684,1.9492148462783658,-0.961466468617293,-0.5009724336439269,37.99881915981545,40.67224856785997,27.180456464312325,
FRB20190925C,-9999,FRB20180910A,122.59,26.19,3910.0,4335.0,23.81,690.7,48.22,689.98,4.92,0.0031,2.1,9.1,0,0.001555,45.8,-76.3,631.5,449.9,533.0,292442.792,289706,53.467,FRB20180910A,1,316.9,317.6,-4822.085,-4954.993,0.26981891892636267,230.5991156770275,181.60000000000002,1.224584054327021,9.26116977650341e+39,2.7138481369830146e+42,5.348831298756405e+28,2.8388365023089612,2.839289456006147,2.5009222391903005,2.5018804937550585,0.6919651027673603,-2.5086383061657274,0.3222192947339193,0.9590413923210935,-2.8082696066371438,2.8003733548913496,2.653115993165567,2.7267272090265724,2.3628576374889336,-0.5689276021168148,0.08798860005898915,39.96666584579584,42.43358554151253,28.728258900535778,
FRB20200621D,-9999,FRB20180910A,122.59,26.19,3910.0,4335.0,29.97,695.5,23.2,696.53,11.799999999999999,0.01,6.0,38.0,0,0.005,6.9,-13.4,800.2,400.2,566.6,509791.178,504843,45.941,FRB20180910A,1,320.2,320.9,-4822.085,-4954.993,0.2736929637421275,509.47718549685106,400.00000000000006,3.9255928566252978,4.2341696663546585e+40,8.515313859988863e+42,2.4214146747326496e+28,2.8429398265085433,2.8422971343280654,2.505421327583281,2.506369717095504,1.0718820073061253,-2.0,0.7781512503836436,1.5797835966168101,-2.3010299956639813,2.903198547042978,2.6022770843001926,2.7532765701844184,2.707124740973127,-0.5627363675414554,0.5939052546908543,40.62676825653773,42.930200659949726,28.384069170080615,
FRB20201224A,-9999,FRB20181201D,121.98,27.37,3590.0,4359.0,34.44,443.6,39.42,443.7323,1.97,0.002,2.9,7.5,0,0.000989,1.85,-1.74,800.2,400.2,605.4,339633.282,337624,45.77,FRB20181201D,1,195.0,196.45,-4866.05,-4954.9375,0.12272240416496785,449.08896166598726,400.00000000000006,0.8808945081447584,1.7115292610133386e+39,7.430079353997866e+41,7.049987479135186e+28,2.647121042872974,2.6469915374771227,2.290034611362518,2.2932520331478248,0.2944662261615929,-2.6989700043360187,0.4623979978989561,0.8750612633917001,-3.0048037084028207,2.903198547042978,2.6022770843001926,2.782042416620554,2.6523323804992187,-0.9110761453658259,-0.0550760975740768,39.23338432841576,41.87099345209427,28.84818834567972,
FRB20190201A,-9999,FRB20181226F,129.79,26.21,390.0,380.0,11.04,241.0,15.44,242.0038,0.98,0.0012,2.6,3.1,0,0.000608,0.1,-0.2,789.0,400.2,464.9,297111.527,298446,52.063,FRB20181226F,1,92.1,92.75,-4951.565,-4957.6,0.002248222001635545,389.6741087142359,388.8,0.6066361472667275,1.7264174658862885e+35,1.4512183782595046e+38,1.3764285435850302e+26,2.3838221854270194,2.3820170425748683,1.964259630196849,1.9673139182870836,-0.00877392430750515,-2.9208187539523753,0.414973347970818,0.4913616938342727,-3.216096420727265,2.89707700320942,2.6022770843001926,2.667359546183087,2.5907015507347273,-2.6481608063926076,-0.2170717152077555,35.237145821048095,38.16173276966513,26.138753670191946,
FRB20201111A,-9999,FRB20181226F,129.79,26.21,390.0,380.0,9.73,241.4,13.57,241.77,1.97,0.001,0.99,1.8,0,0.000511,4.6,-8.1,800.2,400.2,489.2,164183.678,163622,47.437,FRB20181226F,1,92.0,92.65,-4951.565,-4957.6,0.002248222001635545,400.8992888006543,400.00000000000006,0.5098537356139765,1.0548325784669822e+35,5.814622419528635e+37,1.1713357852068016e+25,2.3834024104918154,2.3827372657613304,1.9637878273455553,1.9668454236549164,0.2944662261615929,-3.0,-0.004364805402450088,0.25527250510330607,-3.291579099865287,2.903198547042978,2.6022770843001926,2.689486448364248,2.603035285808453,-2.6481608063926076,-0.2925543943457778,35.02318353449829,37.764521518473025,25.06868141151816,
FRB20190308B,-9999,FRB20190107B,0.0,0.0,360.0,330.0,10.35,179.5,21.76,180.18,1.97,0.000134,1.11,1.39,0,0.000186,18.6,-52.9,587.9,400.2,477.2,315726.411,316148,49.219,FRB20190107B,1,110.05,103.19999999999999,35.84,83.385,0.013465053903862786,190.22739061775502,187.7,0.1835287751496994,2.8668051052114464e+36,2.320144990962832e+39,4.979658672528932e+26,2.255706582582625,2.254064452914338,2.041590046889367,2.0136796972911926,0.2944662261615929,-3.8728952016351923,0.045322978786657475,0.14301480025409505,-3.7304870557820835,2.769303460189082,2.6022770843001926,2.678700434998304,2.279273050654442,-1.8707919036632912,-0.7362958338151795,36.45739816919055,39.36551512575621,26.69719957534657,
FRB20190308B,-9999,FRB20190107B,0.0,0.0,360.0,330.0,10.35,179.5,21.76,180.18,1.97,0.000134,1.11,1.39,1,0.00052,9.5,-37.0,585.3,400.2,455.5,315726.411,316148,49.219,FRB20190107B,1,110.05,103.19999999999999,35.84,83.385,0.013465053903862786,187.59238147760496,185.09999999999997,0.5130911993432455,2.7364411681136083e+36,2.2146396550368192e+39,5.4654217746648194e+26,2.255706582582625,2.254064452914338,2.041590046889367,2.0136796972911926,0.2944662261615929,-3.8728952016351923,0.045322978786657475,0.14301480025409505,-3.283996656365201,2.7673785241141804,2.6022770843001926,2.658488381309017,2.273215196786,-1.8707919036632912,-0.2898054343982967,36.43718611550126,39.34530307206692,26.737623682725143,
FRB20191107C,-9999,FRB20190110C,65.58,42.09,45.0,-9999.0,24.65,221.6,44.41,222.1,3.93,0.0022,0.6,2.78,0,0.00153,36.0,-103.0,541.1,406.2,468.8,300091.809,302659,51.385,FRB20190110C,1,92.55,96.05,-4874.8375,-4978.7775,0.002248222001635545,135.20328514802068,134.90000000000003,1.5265679363784423,1.561194382601064e+35,3.3770596276853044e+37,1.9424171754835774e+24,2.346548558548474,2.345569756056392,1.966376423088923,1.9824973691977124,0.5943925503754267,-2.657577319177794,-0.2218487496163564,0.4440447959180762,-2.815308569182401,2.733277533932582,2.608739919068788,2.670987603010034,2.130987244152395,-2.6481608063926076,0.1837161363371083,35.193456979958846,37.528538728904905,24.288342509585014,
FRB20191107C,-9999,FRB20190110C,65.58,42.09,45.0,-9999.0,24.65,221.6,44.41,222.1,3.93,0.0022,0.6,2.78,1,0.001078,46.5,-246.0,484.8,400.2,439.5,300091.809,302659,51.385,FRB20190110C,1,92.55,96.05,-4874.8375,-4978.7775,0.002248222001635545,84.79019958133838,84.60000000000002,1.0755818532130466,1.4636197336884977e+35,3.165993400954973e+37,2.2100390974390917e+24,2.346548558548474,2.345569756056392,1.966376423088923,1.9824973691977124,0.5943925503754267,-2.657577319177794,-0.2218487496163564,0.4440447959180762,-2.96738123914928,2.68556261115823,2.6022770843001926,2.642958879409791,1.9283456575195141,-2.6481608063926076,0.03164346637022947,35.1654282563586,37.50051000530466,24.344399956785498,
FRB20210322F,-9999,FRB20190110C,65.58,42.09,45.0,-9999.0,9.72,222.8,13.93,222.7,5.8999999999999995,0.00107,0.227,1.25,0,0.00088,23.7,-129.0,501.3,400.2,438.6,326803.784,328237,47.278,FRB20190110C,1,92.85,96.35,-4874.8375,-4978.7775,0.002248222001635545,101.32729524436537,101.10000000000002,0.8780260026228951,6.567547482789623e+34,1.1953480022167586e+37,3.72508464105136e+23,2.347720217034038,2.3479151865016914,1.9677819080757992,1.9838517189914717,0.7708520116421441,-2.9706162223147903,-0.6439741428068773,0.09691001300805642,-3.0555173278498313,2.7000977046130537,2.6022770843001926,2.642068627341504,2.0057264500714918,-2.6481608063926076,-0.056492622330321825,34.817403221380296,37.077494360045854,23.571136145198118,
FRB20200321G,-9999,FRB20190113A,0.0,0.0,40.0,-9999.0,9.94,423.8,18.48,426.4,6.88,0.0061,1.8,9.4,0,0.00303,35.2,-62.0,645.6,438.8,532.3,340369.167,339904,45.404,FRB20190113A,1,244.1,163.6,107.41,-2.995,0.18303333977516792,244.65129466550476,206.8,2.5612126878654515,4.2866872746182956e+39,9.710988439908629e+41,1.0547442419646843e+28,2.6298171960185157,2.627160952374776,2.387567779417189,2.2137832993353044,0.8375884382355113,-2.214670164989233,0.25527250510330607,0.9731278535996987,-2.5185573714976948,2.809963521714014,2.6422666189026733,2.7261564661727546,2.3885475183366967,-0.7374697957253475,0.4084456445875135,39.63212180171415,41.98726343713255,28.023147163170023,
FRB20200429B,-9999,FRB20190127B,126.03,33.05,350.0,360.0,36.31,677.7,43.47,678.3973,2.9499999999999997,0.000178,3.9,9.9,0,0.0011755,-2.19,4.41,800.2,400.2,800.2,318269.577,313987,49.567,FRB20190127B,1,315.4,318.3,-4914.8685,-4957.747,0.2680564745122839,507.22258980491364,400.00000000000006,0.9270091858110004,1.4922523221142828e+40,7.454358437157299e+42,1.2093694333141803e+29,2.8314841107736655,2.8310374856400253,2.498861688992884,2.502836638621003,0.469822015978163,-3.749579997691106,0.5910646070264992,0.9956351945975499,-2.929777366539042,2.903198547042978,2.6022770843001926,2.903198547042978,2.705198587163017,-0.5717736985636526,-0.03291596237409639,40.17384226337583,42.872410271639836,29.082558987661074,
FRB20210316B,-9999,FRB20190210C,122.16,26.71,3400.0,3090.0,10.57,641.7,16.84,642.367,2.9499999999999997,0.0028,0.8,2.4,0,0.00139,35.0,-44.7,726.6,472.1,585.7,311549.755,310416,50.14,FRB20190210C,1,294.25,295.6,-4842.55,-4954.905,0.24310061817977932,316.3691073267538,254.5,1.1181717551032349,2.163311119814824e+39,8.964044634523327e+41,3.783162610349409e+28,2.8077832220495402,2.8073320392911905,2.468716471515472,2.470704429722788,0.469822015978163,-2.5528419686577806,-0.09691001300805639,0.38021124171160603,-2.856985199745905,2.861295393526696,2.674034000431255,2.7676752240279603,2.5001940690969855,-0.6142139367892203,0.04850851782988689,39.33511898263939,41.95250401034394,28.57785500882108,
FRB20200118B,-9999,FRB20190226B,0.0,0.0,85.0,-9999.0,19.13,630.8,29.3,632.6728,4.92,0.00125,0.81,2.8,0,0.00097,41.5,-62.6,675.7,460.4,557.8,383363.999,382159,38.617,FRB20190226B,1,583.1,588.45,271.935,61.8,0.5726968700428137,338.6016361202179,215.30000000000007,0.6167749287716162,1.4103359404499045e+40,6.41644658784324e+42,8.908627717572563e+28,2.801179163582219,2.799891684656865,2.7657430414210444,2.769709567185217,0.6919651027673603,-2.9030899869919438,-0.09151498112135022,0.4471580313422192,-3.0132282657337552,2.829753918924975,2.663135314957754,2.746478509930031,2.529689052285219,-0.2420751904275284,-0.20987328819548676,40.149322573439775,42.80729458343794,28.94981081059295,
FRB20201004B,-9999,FRB20190226B,0.0,0.0,85.0,-9999.0,9.56,634.1,16.03,634.48,19.66,0.012,0.2,2.1,0,0.0059,41.3,-86.0,593.3,432.4,506.6,658917.108,659066,47.07,FRB20190226B,1,584.9,590.25,271.935,61.8,0.5747049461171234,253.3700258302451,160.89999999999998,3.746733643371162,9.675684321936484e+39,1.4510807579829794e+42,1.682119297692732e+27,2.8024179368695976,2.8021577531869615,2.7670816213633223,2.7710359957507644,1.2935835134961169,-1.9208187539523751,-0.6989700043360187,0.3222192947339193,-2.2291479883578558,2.773274348337454,2.6358856852812727,2.7046651854545294,2.4037552356993617,-0.24055506515596659,0.5736528200418117,39.985681690665714,42.16169158319611,27.225856793181507,
FRB20190804B,-9999,FRB20190303D,126.52,46.23,55.0,141.7,9.33,716.6,10.43,716.0068,1.97,0.0015,1.8,1.13,0,0.00076,14.5,-26.8,678.1,400.2,510.8,309957.19,308174,50.5,FRB20190303D,1,339.7,343.65,-4906.8305,-4964.1545,0.2964952718871287,360.2960360574331,277.90000000000003,0.5861957359040525,1.3395784535227972e+39,2.766515784394267e+42,3.7844614174682726e+29,2.854917146872735,2.8552768038300917,2.531095546870028,2.536116348245079,0.2944662261615929,-2.8239087409443187,0.25527250510330607,0.05307844348341968,-3.1191864077192086,2.8312937443770094,2.6022770843001926,2.708250888591378,2.556659484082454,-0.5279822277961844,-0.23195734502429044,39.12696815350547,42.441933152430444,29.5780040819696,
FRB20190918C,-9999,FRB20190328C,130.57,23.32,310.0,290.0,12.67,478.8,21.17,468.973,19.66,0.0169,0.92,12.9,0,0.00153,37.0,-43.1,775.1,488.1,615.1,1280033.933,1282151,54.236,FRB20190328C,1,202.45,201.25,-4961.6755,-4958.445,0.13198525196691752,324.87976731450533,287.0,1.3516077151548562,3.4717964511616515e+39,2.8028066589940987e+41,2.5250800392550284e+26,2.671147839967638,2.680154141734373,2.306317781104432,2.3037358890399062,1.2935835134961169,-1.7721132953863266,-0.036212172654444715,1.110589710299249,-2.815308569182401,2.8893577368889316,2.6885088076565213,2.788945727023748,2.511722665431554,-0.8794745941518782,0.13085066212003693,39.54055425488906,41.447593140632925,26.40227514881344,
FRB20191024B,-9999,FRB20190430C,53.11,15.7,29.4,-9999.0,9.6,404.4,14.21,401.71,12.78,0.0068,1.9,10.1,0,0.00338,41.0,-100.0,569.2,425.1,491.9,503116.602,504672,45.959,FRB20190430C,1,151.1,159.05,-4860.89515,-4987.11505,0.06717880129204035,153.78046526618306,144.10000000000002,3.1672293301814203,5.4836576630018884e+38,1.1008794160244265e+41,4.8678520638765186e+26,2.6039126430106427,2.6068111469189637,2.1792644643390253,2.2015336734433824,1.1065308538223813,-2.167491087293764,0.2787536009528289,1.0043213737826426,-2.4710832997223453,2.7552648914122466,2.628491104967123,2.6918768225593315,2.186901170537391,-1.172767749778321,0.500679510554253,38.73907033457299,41.04173975146659,26.68733737136198,
